Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,20.2081566894,4.7923324149,0.0,0.0,5.48122459637,1.0115996781,98.8554435675,98.8554435675
 01/01  02:00:00,19.194056984,3.77823270951,0.0,0.0,5.48122459637,1.0115996781,82.4327960464,82.4327960464
 01/01  03:00:00,20.4413602465,5.02553597203,0.0,0.0,5.48122459637,1.0115996781,109.16745038,109.16745038
 01/01  04:00:00,19.3038525848,3.88802831034,0.0,0.0,5.48122459637,1.0115996781,88.5053583906,88.5053583906
 01/01  05:00:00,20.5465569836,5.13073270918,0.0,0.0,5.48122459637,1.0115996781,114.057265867,114.057265867
 01/01  06:00:00,19.3512949762,3.93547070171,0.0,0.0,5.48122459637,1.0115996781,90.9987874078,90.9987874078
 01/01  07:00:00,20.5619343372,5.14611006277,0.0,0.0,5.48122459637,1.0115996781,114.65919898,114.65919898
 01/01  08:00:00,13.3861141274,3.91895651958,0.0,0.0,5.48122459637,1.0115996781,90.2746849418,90.2746849418
 01/01  09:00:00,11.5721513109,5.07932703641,0.0,0.0,5.48122459637,1.0115996781,112.699425425,112.699425425
 01/01  10:00:00,10.2806382424,3.78781396794,0.0,0.0,5.48122459637,1.0115996781,85.089215005,85.089215005
 01/01  11:00:00,11.2318747644,4.7390504899,0.0,0.0,5.48122459637,1.0115996781,99.2397493741,99.2397493741
 01/01  12:00:00,9.92705394686,3.43422967239,0.0,0.0,5.48122459637,1.0115996781,67.8862269433,67.8862269433
 01/01  13:00:00,10.7710077528,4.27818347837,0.0,0.0,5.48122459637,1.0115996781,80.2613988837,80.2613988837
 01/01  14:00:00,9.69180755996,3.1989832855,0.0,0.0,5.48122459637,1.0115996781,56.946235401,56.946235401
 01/01  15:00:00,10.3659504282,3.87312615378,0.0,0.0,5.48122459637,1.0115996781,74.7738403649,74.7738403649
 01/01  16:00:00,9.39336575817,2.90054148371,0.0,0.0,5.48122459637,1.0115996781,56.3003271621,56.3003271621
 01/01  17:00:00,16.5973273059,4.15583636478,0.0,0.0,5.48122459637,1.0115996781,78.5629925075,78.5629925075
 01/01  18:00:00,18.7999618719,3.38413759747,0.0,0.0,5.48122459637,1.0115996781,61.5393014619,61.5393014619
 01/01  19:00:00,19.8986883412,4.48286406678,0.0,0.0,5.48122459637,1.0115996781,84.3645326776,84.3645326776
 01/01  20:00:00,18.8621931606,3.44636888609,0.0,0.0,5.48122459637,1.0115996781,64.7302121789,64.7302121789
 01/01  21:00:00,19.9696348154,4.55381054096,0.0,0.0,5.48122459637,1.0115996781,87.6049817787,87.6049817787
 01/01  22:00:00,18.9355505743,3.51972629981,0.0,0.0,5.48122459637,1.0115996781,68.495754735,68.495754735
 01/01  23:00:00,20.0663145524,4.65049027795,0.0,0.0,5.48122459637,1.0115996781,91.585506972,91.585506972
 01/01  24:00:00,18.9981607738,3.58233649932,0.0,0.0,5.48122459637,1.0115996781,71.477246805,71.477246805
 01/02  01:00:00,20.1594691989,4.74364492439,0.0,0.0,5.48122459637,1.0115996781,95.7013992153,95.7013992153
 01/02  02:00:00,19.0921028282,3.67627855378,0.0,0.0,5.48122459637,1.0115996781,76.1619494003,76.1619494003
 01/02  03:00:00,20.2882149117,4.87239063721,0.0,0.0,5.48122459637,1.0115996781,101.028167746,101.028167746
 01/02  04:00:00,19.1902621935,3.77443791906,0.0,0.0,5.48122459637,1.0115996781,81.0186065881,81.0186065881
 01/02  05:00:00,20.4291483445,5.01332407,0.0,0.0,5.48122459637,1.0115996781,107.026192066,107.026192066
 01/02  06:00:00,19.2910616584,3.87523738397,0.0,0.0,5.48122459637,1.0115996781,85.852124675,85.852124675
 01/02  07:00:00,26.643790611,11.2279663365,0.0,0.0,5.48122459637,1.0115996781,140.508688285,140.508688285
 01/02  08:00:00,41.1851964458,11.2279663365,0.0,0.0,21.9248983855,5.05799839049,115.959948601,115.959948601
 01/02  09:00:00,57.6893359358,11.2279663365,0.0,0.0,38.3685721746,8.09279742479,103.859352052,103.859352052
 01/02  10:00:00,69.6633848067,11.2279663365,0.0,0.0,49.3310213673,9.10439710289,94.3748033014,94.3748033014
 01/02  11:00:00,69.5626803687,11.1272618985,0.0,0.0,49.3310213673,9.10439710289,87.819929919,87.819929919
 01/02  12:00:00,69.3612714927,10.9258530225,0.0,0.0,49.3310213673,9.10439710289,83.5391470842,83.5391470842
 01/02  13:00:00,62.8684472182,10.9258530225,0.0,0.0,43.8497967709,8.09279742479,83.5807985756,83.5807985756
 01/02  14:00:00,69.3612714927,10.9258530225,0.0,0.0,49.3310213673,9.10439710289,82.0617090801,82.0617090801
 01/02  15:00:00,69.3612714927,10.9258530225,0.0,0.0,49.3310213673,9.10439710289,82.5300979193,82.5300979193
 01/02  16:00:00,69.3612714927,10.9258530225,0.0,0.0,49.3310213673,9.10439710289,85.2886223931,85.2886223931
 01/02  17:00:00,75.3602903784,10.9762052415,0.0,0.0,49.3310213673,9.10439710289,89.9159376636,89.9159376636
 01/02  18:00:00,33.691747274,4.27867477255,0.0,0.0,16.4436737891,4.04639871239,91.6914696056,91.6914696056
 01/02  19:00:00,19.4669299551,4.05110568065,0.0,0.0,5.48122459637,1.0115996781,98.3355545557,98.3355545557
