Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
2004-01-01 01:00:00,47.210968666248306,5.789774916921801,3.0108535780215533,4.637629518467272,6.918895026973077,10.669373385148463
2004-01-01 02:00:00,47.04729081338169,5.946731089551769,3.048947057881735,4.450657144308061,6.588342993258,10.52593303007923
2004-01-01 03:00:00,45.619393160789386,5.8629888841062465,2.883067509815476,5.406696750195739,5.084586851361847,10.308935319906155
2004-01-01 04:00:00,45.69719463018323,6.186896010829446,2.968095178256162,4.801339701747585,5.084586851361847,10.297613692677691
2004-01-01 05:00:00,47.03092770593215,5.832209409675123,2.9429491451026344,5.603789290040216,5.182567327899538,10.482863058696154
2004-01-01 06:00:00,49.86132993073431,6.776529127260031,3.27155885239579,4.91657165051317,5.71751200265923,11.045531899855384
2004-01-01 07:00:00,64.09587013681646,8.045679181883322,5.102289844525241,5.577604241854923,9.052899568580001,16.42494840237308
2004-01-01 08:00:00,65.37199966105953,8.489506733421354,6.139894537313777,4.60044441594677,9.605961715920001,21.071072401626925
2004-01-01 09:00:00,74.58650499078723,9.778233288113878,8.048950468479187,4.488550676015677,11.032615028703846,26.02286732679231
2004-01-01 10:00:00,65.19448285307108,9.920201599435847,7.549612796528267,3.485975454755092,10.46714265184077,21.73083519886923
2004-01-01 11:00:00,63.7084672572097,9.642302805253015,6.070668611036916,3.8527335756925245,12.821646548136924,21.570216092330767
2004-01-01 12:00:00,65.27142161238785,9.831580206866507,5.736143003900835,3.181354381848523,12.298148694544617,21.58153771956154
2004-01-01 13:00:00,66.64724595323707,9.548146088403508,5.645097084307664,3.2761905348172,14.510310578206154,22.614374661753846
2004-01-01 14:00:00,65.71777758460985,9.785859208543016,6.885424544875131,2.68919069697434,13.999992609329231,21.059471371507694
2004-01-01 15:00:00,64.52164228528662,9.520654213900093,6.486489720105708,3.055381198815738,13.999992609329231,20.66353435966154
2004-01-01 16:00:00,64.31376798338293,9.75517705464937,6.540751028390338,2.4734749343781446,14.071028454818462,20.675195397323076
2004-01-01 17:00:00,70.15562345669845,9.492653264933,5.763023609207339,3.034225762259497,14.261273880096153,21.06078386913846
2004-01-01 18:00:00,74.38580315848816,9.779724759305353,5.303879751234424,3.1118272876766033,11.940134892155385,21.614631071607693
2004-01-01 19:00:00,79.97327323445369,9.527411878069124,5.839090240561385,3.7955407920553124,14.749611441880768,21.536755229415384
2004-01-01 20:00:00,76.66708201575277,8.170941710190261,7.3036361465911845,3.1538887908979754,16.006585024453845,19.57996492475
2004-01-01 21:00:00,78.40461763959031,7.955379132410111,7.930171510427692,3.877859542623434,16.504439069538464,20.653061587834618
2004-01-01 22:00:00,74.77548957545355,8.237848802226269,8.20523372038004,3.382380905330869,15.195593162420769,20.150276810557692
2004-01-01 23:00:00,64.44018898972092,5.830600415707161,8.658911406116866,3.992183577655642,12.590912492546922,15.727578429377692
2004-01-02 00:00:00,,,,,,
2004-01-02 01:00:00,47.01885828804539,5.923902580201731,3.5346352276265853,3.316889103808908,6.293503475868461,11.18499142148
2004-01-02 02:00:00,43.38589845444123,5.234743062652197,3.315371226643986,2.708412220357708,5.374666450453384,10.944373838556924
2004-01-02 03:00:00,44.13586418722338,5.594996484154347,3.560628057576024,3.404573532567354,4.720944227063384,10.824553356245385
2004-01-02 04:00:00,43.52558006259431,5.442821433572452,4.08998942171945,2.711906282099323,4.720944227063384,10.813231729016923
2004-01-02 05:00:00,48.45105593804985,6.292466963973674,4.586547576546133,3.251924591808826,5.453144871979538,11.687133816866153
2004-01-02 06:00:00,54.539976583484,6.786261047033043,4.955289194620431,4.842958825239461,7.457436661283078,12.444157113733077
2004-01-02 07:00:00,95.50390237004493,11.27667221471663,8.410024204007728,18.797572078054582,12.29843158052077,24.287387363553847
2004-01-02 08:00:00,106.36918007059585,11.557588999950461,10.531001296743732,14.232099375071579,22.598252886278463,31.797671342699232
2004-01-02 09:00:00,112.24421889248154,11.565866084612047,8.717598879305557,9.435223013917309,28.72597271054769,37.71037021416077
2004-01-02 10:00:00,112.75900495084461,11.592330631662769,7.908443055520519,8.149110253928571,33.974046484976924,37.208655706653076
2004-01-02 11:00:00,106.41764271927846,11.605641440538985,7.337852367590246,7.257484990118799,32.143754278192304,36.722501086883845
2004-01-02 12:00:00,108.00461521824923,11.614454534846091,6.898081343482351,6.586548423458186,32.143754278192304,36.88202220693
2004-01-02 13:00:00,105.22981167688616,11.62972263810763,7.0171489995220515,6.712475225885208,31.702937643768458,35.79242497800692
2004-01-02 14:00:00,104.12454683502,11.632278451503016,7.212230363346779,5.6483728003513365,32.143754278192304,35.348994119383846
2004-01-02 15:00:00,102.79852481119691,11.639015557689662,7.291984807186677,5.172012445831292,32.143754278192304,34.68135803737616
2004-01-02 16:00:00,101.95555288653232,11.636683815690555,7.068643807118046,4.868867697559769,32.21479012368231,34.53919657503769
2004-01-02 17:00:00,109.26637574022462,11.592519403469815,6.331701438573167,4.9379241924655535,32.40503554896,36.443829848199236
2004-01-02 18:00:00,110.79861662067384,11.002726423959462,5.795345300071314,5.553392091584223,28.890130624783076,35.591661320945384
2004-01-02 19:00:00,103.78387469878646,10.853563530568353,6.345246048572053,5.577537960046077,27.239786479775386,27.842992735023078
2004-01-02 20:00:00,103.11148832084646,10.958176411502569,6.5727324988280005,5.818505264425522,29.81661571438308,26.091606735184616
2004-01-02 21:00:00,101.03129333963108,10.895575150367875,7.0038477898277405,6.760716334960056,28.085790254498463,25.441335355261536
