type_building,Electricity:Facility [kW](Hourly)_mean,Electricity:Facility [kW](Hourly)_std_dev,Electricity:Facility [kW](Hourly)_max_value,Electricity:Facility [kW](Hourly)_min_value,Electricity:Facility [kW](Hourly)_25_percentile,Electricity:Facility [kW](Hourly)_50_percentile,Electricity:Facility [kW](Hourly)_75_percentile,Fans:Electricity [kW](Hourly)_mean,Fans:Electricity [kW](Hourly)_std_dev,Fans:Electricity [kW](Hourly)_max_value,Fans:Electricity [kW](Hourly)_min_value,Fans:Electricity [kW](Hourly)_25_percentile,Fans:Electricity [kW](Hourly)_50_percentile,Fans:Electricity [kW](Hourly)_75_percentile,Cooling:Electricity [kW](Hourly)_mean,Cooling:Electricity [kW](Hourly)_std_dev,Cooling:Electricity [kW](Hourly)_max_value,Cooling:Electricity [kW](Hourly)_min_value,Cooling:Electricity [kW](Hourly)_25_percentile,Cooling:Electricity [kW](Hourly)_50_percentile,Cooling:Electricity [kW](Hourly)_75_percentile,Heating:Electricity [kW](Hourly)_mean,Heating:Electricity [kW](Hourly)_std_dev,Heating:Electricity [kW](Hourly)_max_value,Heating:Electricity [kW](Hourly)_min_value,Heating:Electricity [kW](Hourly)_25_percentile,Heating:Electricity [kW](Hourly)_50_percentile,Heating:Electricity [kW](Hourly)_75_percentile,InteriorLights:Electricity [kW](Hourly)_mean,InteriorLights:Electricity [kW](Hourly)_std_dev,InteriorLights:Electricity [kW](Hourly)_max_value,InteriorLights:Electricity [kW](Hourly)_min_value,InteriorLights:Electricity [kW](Hourly)_25_percentile,InteriorLights:Electricity [kW](Hourly)_50_percentile,InteriorLights:Electricity [kW](Hourly)_75_percentile,InteriorEquipment:Electricity [kW](Hourly)_mean,InteriorEquipment:Electricity [kW](Hourly)_std_dev,InteriorEquipment:Electricity [kW](Hourly)_max_value,InteriorEquipment:Electricity [kW](Hourly)_min_value,InteriorEquipment:Electricity [kW](Hourly)_25_percentile,InteriorEquipment:Electricity [kW](Hourly)_50_percentile,InteriorEquipment:Electricity [kW](Hourly)_75_percentile
RefBldgMediumOfficeNew2004,0.23297517944538665,0.18449302695983855,1.0,0.0,0.0697159045121618,0.19002573825475977,0.39346822203099535,0.24123507523307397,0.20665961426045237,1.0,0.0,0.0,0.370376907841024,0.37043761011282483,0.08076773125322195,0.16151227471332408,1.0,0.0,0.0,0.0,0.06885599437010012,0.058030179481030286,0.11070309863176948,1.0,0.0,0.0,0.0,0.06914627117918798,0.3630539887188665,0.4217827531897616,1.0,0.0,0.0,0.0588235294115969,1.0,0.32651775531142185,0.3511895425761395,1.0,0.0,0.07298880769756927,0.09868835534733383,0.8108429598087814
RefBldgMidriseApartmentNew2004,0.2438724232839097,0.20506248341111233,1.0,0.0,0.07586746405391506,0.1900181698202281,0.37350998301836047,0.2506782307314893,0.21510234987392735,1.0,0.0,0.08734606881051889,0.18062633523658606,0.35929289880988724,0.13373741286768281,0.20868481318185605,1.0,0.0,0.0,0.020288269656858572,0.19674426909104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29769767137323055,0.3019030307203713,1.0,0.0,0.09967845659229246,0.12861736334453516,0.3997856377298779,0.44979318998541784,0.29792690530649557,0.9999999999999999,0.0,0.21735531382388598,0.41894698441316014,0.6886182070737507
RefBldgMidriseApartmentNew2004,0.24802197644189333,0.20792825473268403,1.0,0.0,0.07743739321649908,0.1948660187464773,0.37959537330375304,0.25021887427559986,0.21733828747860837,1.0,0.0,0.08400764363939808,0.17970941829802667,0.3513948401649982,0.13586560945703996,0.1988970348887026,1.0,0.0,0.0,0.03194361083625666,0.20476486615497974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29769767137323055,0.3019030307203713,1.0,0.0,0.09967845659229246,0.12861736334453516,0.3997856377298779,0.44979318998541784,0.29792690530649557,0.9999999999999999,0.0,0.21735531382388598,0.41894698441316014,0.6886182070737507
RefBldgMidriseApartmentNew2004,0.25918652591426733,0.21432394406058877,1.0,0.0,0.08228853647357509,0.20254405354198746,0.40210420026293076,0.2687492821976178,0.23196820816957778,1.0,0.0,0.08722856341573111,0.19034392321144483,0.3910575985357695,0.15259720405302313,0.21315275635687633,1.0,0.0,0.0,0.037893126122171605,0.2418343294800297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29769767137323055,0.3019030307203713,1.0,0.0,0.09967845659229246,0.12861736334453516,0.3997856377298779,0.44979318998541784,0.29792690530649557,0.9999999999999999,0.0,0.21735531382388598,0.41894698441316014,0.6886182070737507
RefBldgMidriseApartmentNew2004,0.21003989230721543,0.1756316199489517,1.0,0.0,0.06703625135892773,0.16234781516380745,0.3201814504460588,0.24409003505793936,0.1949325383654978,1.0,0.0,0.08607451828833189,0.18352664365629512,0.3727797909915072,0.09005242397670454,0.1521097721663545,1.0,0.0,0.0,0.0088084649601427,0.11720884603299592,0.00956191131891455,0.07158642264395715,1.0,0.0,0.0,0.0,0.0,0.29769767137323055,0.3019030307203713,1.0,0.0,0.09967845659229246,0.12861736334453516,0.3997856377298779,0.44979318998541784,0.29792690530649557,0.9999999999999999,0.0,0.21735531382388598,0.41894698441316014,0.6886182070737507
RefBldgMidriseApartmentNew2004,0.22720788766806552,0.1909557815343785,1.0,0.0,0.07284608314533624,0.17864672280219657,0.3433378497443331,0.233829525010013,0.18043413486826174,1.0,0.0,0.09358037086415223,0.19213216146760353,0.3246803998879824,0.10303170671923295,0.17170909555225305,1.0,0.0,0.0,0.007034585662925154,0.14758719037999316,0.004237868552038932,0.05571233493913239,1.0,0.0,0.0,0.0,0.0,0.29769767137323055,0.3019030307203713,1.0,0.0,0.09967845659229246,0.12861736334453516,0.3997856377298779,0.44979318998541784,0.29792690530649557,0.9999999999999999,0.0,0.21735531382388598,0.41894698441316014,0.6886182070737507
RefBldgOutPatientNew2004,0.39980720119156965,0.2561401993173972,0.9999999999999999,0.0,0.17310980726901054,0.32838377691616666,0.6454961520319237,0.5944498708814961,0.2017912442426025,0.9999999999999998,0.0,0.42153215804311905,0.6941544085253959,0.7376869366775383,0.2717427898842549,0.19987235380703208,1.0,0.0,0.12001708207409885,0.20389575619412553,0.3763165000903593,0.05342492915443933,0.09364784938027837,1.0,0.0,0.0,0.002420488889072491,0.079280658345246,0.45016116035448056,0.412779760795134,1.0000000000000002,0.0,0.058823529411798275,0.29411764705784993,1.0000000000000002,0.40864155701244836,0.413270609315248,1.0,0.0,0.0,0.2562248765341043,0.8801717948035761
RefBldgOutPatientNew2004,0.3945961074354215,0.23767836839953668,0.9999999999999998,0.0,0.18323940036774392,0.3320116469814198,0.6168742410662009,0.5878674143594766,0.20374395083912505,1.0000000000000002,0.0,0.40929367023018787,0.6878496015155521,0.7333757218073764,0.2650954684317709,0.18566166887930463,1.0,0.0,0.11655273101466736,0.20916035825763898,0.366971950443864,0.05758749882084727,0.10530441856954117,0.9999999999999999,0.0,0.0,0.0015731675288806887,0.07870372409595114,0.45016116035448056,0.412779760795134,1.0000000000000002,0.0,0.058823529411798275,0.29411764705784993,1.0000000000000002,0.40864155701244836,0.413270609315248,1.0,0.0,0.0,0.2562248765341043,0.8801717948035761
RefBldgOutPatientNew2004,0.3944388946945112,0.24482286777730977,1.0,0.0,0.1754305657121928,0.3306268573800597,0.6265820219756628,0.5783270220253126,0.20283483390810703,1.0,0.0,0.394925253054921,0.6771445174498082,0.7223992296855208,0.28018613786644375,0.1932166527780182,1.0,0.0,0.12192393344327317,0.225666571868357,0.39829767131772614,0.05563354744705884,0.10622357562042255,1.0,0.0,0.0,0.0009795307322562814,0.07475598351681167,0.45016116035448056,0.412779760795134,1.0000000000000002,0.0,0.058823529411798275,0.29411764705784993,1.0000000000000002,0.40864155701244836,0.413270609315248,1.0,0.0,0.0,0.2562248765341043,0.8801717948035761
RefBldgOutPatientNew2004,0.3969852361411282,0.25013722120628346,1.0,0.0,0.17593593321130302,0.33095020770397265,0.6335690803965306,0.6256001172710326,0.2109904353340381,0.9999999999999999,0.0,0.44613325715892416,0.7341616684263704,0.7781065714435893,0.21803032030570654,0.1944187654070803,1.0,0.0,0.07679399552684896,0.15132767855535806,0.3170676017716573,0.07622706071278387,0.1272138607274083,1.0,0.0,0.0,0.005399859745653322,0.11528606678399439,0.45016116035448056,0.412779760795134,1.0000000000000002,0.0,0.058823529411798275,0.29411764705784993,1.0000000000000002,0.40864155701244836,0.413270609315248,1.0,0.0,0.0,0.2562248765341043,0.8801717948035761
RefBldgOutPatientNew2004,0.39822349868417173,0.25240369945429336,1.0,0.0,0.17469981342801233,0.32826136441002424,0.6395349135761239,0.6069466123920846,0.21085889814398745,1.0,0.0,0.42741583577026343,0.714434569766393,0.7592270097607681,0.23332929116546067,0.19553891156058478,1.0,0.0,0.09091362451759613,0.15854035321166254,0.3381028847317966,0.05550786520583089,0.09258878927779164,1.0,0.0,0.0,0.0032450171898459504,0.0874305487581105,0.45016116035448056,0.412779760795134,1.0000000000000002,0.0,0.058823529411798275,0.29411764705784993,1.0000000000000002,0.40864155701244836,0.413270609315248,1.0,0.0,0.0,0.2562248765341043,0.8801717948035761
RefBldgPrimarySchoolNew2004,0.19643071781315152,0.20706231299501474,0.9999999999999999,0.0,0.04805029109418468,0.062436620889706904,0.38766146457006406,0.1495203508029295,0.1761097742949625,1.0,0.0,0.0,0.05922508111974483,0.2539821629010688,0.07788286266546422,0.17657396482948395,0.9999999999999999,0.0,0.0,0.0,0.040518033197077766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593336252371718,0.4640489742142858,1.0,0.0,0.0,0.0,1.0,0.29757973645174685,0.34480468360252864,1.0,0.0,0.1263958791495861,0.1263958791495861,0.32608415155437726
RefBldgPrimarySchoolNew2004,0.20355198864289356,0.21533856083358455,1.0,0.0,0.048496116766747026,0.06037061817071854,0.3961721463324269,0.15219560055062345,0.18251255485815637,0.9999999999999999,0.0,0.0,0.04832565952612748,0.2591752238948604,0.08136604655429461,0.17554558800746847,1.0,0.0,0.0,0.0,0.05197095492793931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593336252371718,0.4640489742142858,1.0,0.0,0.0,0.0,1.0,0.29757973645174685,0.34480468360252864,1.0,0.0,0.1263958791495861,0.1263958791495861,0.32608415155437726
RefBldgPrimarySchoolNew2004,0.2098348477345783,0.22318658938576277,1.0,0.0,0.04855446943034414,0.062445829617502946,0.39676688944566574,0.1549492814486341,0.1857735872510036,0.9999999999999999,0.0,0.0,0.05142214869566832,0.25940999169985807,0.0920179623360911,0.18872262722747463,1.0,0.0,0.0,0.0,0.08366112568538708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593336252371718,0.4640489742142858,1.0,0.0,0.0,0.0,1.0,0.29757973645174685,0.34480468360252864,1.0,0.0,0.1263958791495861,0.1263958791495861,0.32608415155437726
RefBldgPrimarySchoolNew2004,0.19676286447327973,0.20384867574559867,1.0000000000000002,0.0,0.05168783819148882,0.058630288966393926,0.39842967960773856,0.15031409330040707,0.16583841191704685,1.0,0.0,0.0,0.10914004354210424,0.26391201710766254,0.05661872952702719,0.14214266797474986,1.0,0.0,0.0,0.0,4.218819160168105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593336252371718,0.4640489742142858,1.0,0.0,0.0,0.0,1.0,0.29757973645174685,0.34480468360252864,1.0,0.0,0.1263958791495861,0.1263958791495861,0.32608415155437726
