Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
2004-01-01 01:00:00,304.6453791676,16.78565407744,31.9085237452,0.0,24.9203635341,149.522181205
2004-01-01 02:00:00,294.471724635,14.634716675339998,26.78503363904,0.0,24.9203635341,149.522181205
2004-01-01 03:00:00,308.3013177778,18.124113559239998,32.97621982558,0.0,24.9203635341,149.522181205
2004-01-01 04:00:00,294.86318941520005,14.634716675339998,26.787124981420003,0.0,24.9203635341,149.522181205
2004-01-01 05:00:00,320.7530384722,18.124113559239998,33.24430024728,0.0,24.9203635341,149.522181205
2004-01-01 06:00:00,331.4046441142,14.634716675339998,26.8357582762,0.0,24.9203635341,149.522181205
2004-01-01 07:00:00,394.1741747564,18.124113559239998,33.12444009808,0.0,24.9203635341,149.522181205
2004-01-01 08:00:00,369.0152807534,14.4842435332,26.746512007439996,0.0,24.9203635341,149.522181205
2004-01-01 09:00:00,367.0915374962,17.823167274939998,33.321868166019996,0.0,24.9203635341,149.522181205
2004-01-01 10:00:00,317.29102318139996,14.258533819959998,27.425246357539997,0.0,24.9203635341,149.522181205
2004-01-01 11:00:00,283.50711532739996,17.823167274939998,34.66704966604,0.0,24.9203635341,149.522181205
2004-01-01 12:00:00,270.3127412302,14.258533819959998,28.550122322280004,0.0,24.9203635341,149.522181205
2004-01-01 13:00:00,286.1419102762,17.823167274939998,36.192557103080006,0.0,24.9203635341,149.522181205
2004-01-01 14:00:00,271.4254847244,14.258533819959998,29.488441633420003,0.0,24.9203635341,149.522181205
2004-01-01 15:00:00,285.0537476012,17.823167274939998,35.78728218778,0.0,24.9203635341,149.522181205
2004-01-01 16:00:00,270.2639215088,14.258533819959998,28.624338673839997,0.0,24.9203635341,149.522181205
2004-01-01 17:00:00,355.909628795,17.823167274939998,35.7674269576,0.0,24.9203635341,149.522181205
