Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
2004-01-01 01:00:00,161.3874068088,16.394479982834,26.970422871519997,0.0,43.513341876,52.539744
2004-01-01 02:00:00,156.5714417498,16.303036622962,22.348739862259997,0.0,43.513341876,52.539744
2004-01-01 03:00:00,170.833915867,25.161406694076,27.5994144404,0.0,43.513341876,52.539744
2004-01-01 04:00:00,157.00088058440002,16.670542176222,22.40555544188,0.0,43.513341876,52.539744
2004-01-01 05:00:00,171.70890264320002,25.424456879356,27.787370505620004,0.0,43.513341876,52.539744
2004-01-01 06:00:00,160.440444371,19.723061649112,22.40252640796,0.0,43.513341876,52.539744
2004-01-01 07:00:00,169.0588667262,22.93037926446,27.632277361119996,0.0,43.513341876,52.539744
2004-01-01 08:00:00,144.77602015120002,16.658981891394,22.47329701074,0.0,43.513341876,52.539744
2004-01-01 09:00:00,140.40937792740002,11.937347932276,28.07824264618,0.0,43.513341876,52.539744
2004-01-01 10:00:00,131.35220491319998,8.127811532866001,22.93182239358,0.0,43.513341876,52.539744
2004-01-01 11:00:00,136.408204624,6.574226170299999,29.431516331260003,0.0,43.513341876,52.539744
2004-01-01 12:00:00,131.1609224732,5.3706016841099995,24.58566685236,0.0,43.513341876,52.539744
2004-01-01 13:00:00,138.46369463820002,6.320928674444,31.763111563960003,0.0,43.513341876,52.539744
2004-01-01 14:00:00,130.352994438,4.231843660114,25.775239089679996,0.0,43.513341876,52.539744
2004-01-01 15:00:00,129.4510419328,3.4790635058039996,25.582577547939998,0.0,43.513341876,52.539744
2004-01-01 16:00:00,121.1259290134,5.54669938042,15.38732271284,0.0,43.513341876,52.539744
2004-01-01 17:00:00,130.3940112468,4.918912090356,17.6610770245,0.0,43.513341876,52.539744
2004-01-01 18:00:00,144.05965868,6.159920497842,19.90209655324,0.0,43.513341876,52.539744
2004-01-01 19:00:00,151.6196441996,7.7475362424059995,25.763552723240004,0.0,43.513341876,52.539744
2004-01-01 20:00:00,151.342219497,6.0454222878340005,26.765181515940004,0.0,43.513341876,52.539744
2004-01-01 21:00:00,152.6810801288,7.832965032742,26.33238813062,0.0,43.513341876,52.539744
2004-01-01 22:00:00,157.990498196,12.90363779113,26.79860589118,0.0,43.513341876,52.539744
2004-01-01 23:00:00,156.22492621860002,12.20297766467,26.02827651172,0.0,43.513341876,52.539744
2004-01-02 00:00:00,,,,,,
2004-01-02 01:00:00,156.7774591692,12.992847833258,25.777147784380002,0.0,43.513341876,52.539744
2004-01-02 02:00:00,160.2251098806,15.854223515853999,26.39134729054,0.0,43.513341876,52.539744
2004-01-02 03:00:00,157.381720618,13.574368675136,25.806842416659997,0.0,43.513341876,52.539744
2004-01-02 04:00:00,157.80042959500003,13.174499252614002,26.64163073264,0.0,43.513341876,52.539744
2004-01-02 05:00:00,159.0357348886,14.127029160436,26.47000756914,0.0,43.513341876,52.539744
2004-01-02 06:00:00,158.215352397,13.208724881114,26.614214233120002,0.0,43.513341876,52.539744
2004-01-02 07:00:00,219.3752703636,73.1402262439,23.60263863875695,0.0,43.513341876,53.238744
2004-01-02 08:00:00,397.9073900298,73.1402262439,37.9085553954,0.0,220.87990799999997,53.238744
2004-01-02 09:00:00,490.52819551640005,73.1402262439,44.05876105380916,0.0,220.87990799999997,145.652643033
2004-01-02 10:00:00,493.7031433966,73.1402262439,47.1481735575195,0.0,220.87990799999997,145.652643033
2004-01-02 11:00:00,507.957690594,73.19110040452,55.293229860446864,0.0,220.87990799999997,151.653867033
2004-01-02 12:00:00,525.5322882078,73.21979969572001,71.7414178596,0.0,220.87990799999997,151.653867033
2004-01-02 13:00:00,540.825381503,73.3058891872,87.85678932660001,0.0,220.87990799999997,151.653867033
2004-01-02 14:00:00,543.4294889079999,73.32641640388,96.3745997808,0.0,220.87990799999997,145.652643033
2004-01-02 15:00:00,553.4636141994,73.39241174952,106.3259106406,0.0,220.87990799999997,145.652643033
2004-01-02 16:00:00,536.5713644694,73.39168152613999,97.36462695579999,0.0,220.87990799999997,137.835547516
2004-01-02 17:00:00,495.852630858,73.14867696964,54.418225329799995,0.0,220.87990799999997,133.019064
2004-01-02 18:00:00,391.1979511736,73.1402262439,19.66561765108,0.0,220.87990799999997,53.238744
2004-01-02 19:00:00,374.2827671518,73.1402262439,3.17699866506,0.0,220.87990799999997,53.238744
2004-01-02 20:00:00,371.2217380664,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-02 21:00:00,371.1949039742,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-02 22:00:00,129.3235230628,0.928602379496,10.49066274714,0.0,43.513341876,52.539744
2004-01-02 23:00:00,134.5256252856,1.584249139938,15.1336515324,0.0,43.513341876,52.539744
2004-01-03 00:00:00,,,,,,
2004-01-03 01:00:00,138.6339473648,2.288665063366,18.412569659320003,0.0,43.513341876,52.539744
2004-01-03 02:00:00,149.946855616,4.590810977482,27.27224556638,0.0,43.513341876,52.539744
2004-01-03 03:00:00,150.2990077962,6.410311461502,25.850341328900004,0.0,43.513341876,52.539744
2004-01-03 04:00:00,155.22010032,7.293506064568,29.808444432419996,0.0,43.513341876,52.539744
2004-01-03 05:00:00,154.1807862978,8.558784351722,25.43702649782,0.0,43.513341876,52.539744
2004-01-03 06:00:00,159.8784239412,10.925676694367999,29.020775590380005,0.0,43.513341876,52.539744
2004-01-03 07:00:00,195.2041358106,73.1402262439,0.0,0.0,43.513341876,53.238744
2004-01-03 08:00:00,358.920622225,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-03 09:00:00,445.51721974579993,73.1402262439,0.0010036058041966,0.0,220.87990799999997,145.652643033
2004-01-03 10:00:00,445.5164398822,73.1402262439,0.000798912735254,0.0,220.87990799999997,145.652643033
2004-01-03 11:00:00,451.61812984240004,73.1402262439,0.090017892920856,0.0,220.87990799999997,151.653867033
2004-01-03 12:00:00,453.950448251,73.1402262439,1.383298648484,0.0,220.87990799999997,151.653867033
2004-01-03 13:00:00,455.52678991619996,73.1402262439,3.9254403303,0.0,220.87990799999997,151.653867033
2004-01-03 14:00:00,452.17648506740005,73.14730483544,6.509288956180001,0.0,220.87990799999997,145.652643033
2004-01-03 15:00:00,451.22336189,73.21150080466,5.5216837497,0.0,220.87990799999997,145.652643033
2004-01-03 16:00:00,441.6847445044,73.22432802848,3.8587681307399997,0.0,220.87990799999997,137.835547516
2004-01-03 17:00:00,444.313723795,73.1402262439,3.8483797886,0.0,220.87990799999997,133.019064
2004-01-03 18:00:00,371.951125192,73.1402262439,1.112223093956,0.0,220.87990799999997,53.238744
2004-01-03 19:00:00,370.85867174220004,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-03 20:00:00,370.8445064306,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-03 21:00:00,370.8489273716,73.1402262439,0.0,0.0,220.87990799999997,53.238744
2004-01-03 22:00:00,127.74396190360001,0.8945223604900001,9.28233283354,0.0,43.513341876,52.539744
2004-01-03 23:00:00,139.9370743334,2.129195126122,19.90887979284,0.0,43.513341876,52.539744
2004-01-04 00:00:00,,,,,,
2004-01-04 01:00:00,139.79281290839998,4.805206816584,17.073438999820002,0.0,43.513341876,52.539744
2004-01-04 02:00:00,148.16891078819998,7.137904795828,23.00108023782,0.0,43.513341876,52.539744
2004-01-04 03:00:00,155.2494000036,8.122770177566,29.042670904639998,0.0,43.513341876,52.539744
2004-01-04 04:00:00,157.40085391,12.433521270183999,26.92070060048,0.0,43.513341876,52.539744
2004-01-04 05:00:00,160.085386999,12.897124657966,28.6979068683,0.0,43.513341876,52.539744
2004-01-04 06:00:00,161.21649584699998,16.742185731872002,26.04593981818,0.0,43.513341876,52.539744
2004-01-04 07:00:00,194.75995246500003,73.1402262439,0.0,0.0,43.513341876,53.238744
