type_building,var1_mean,var1_std_dev,var2_mean,var2_std_dev
RefBldgSuperMarketNew2004,0.0,9.660384610508983,23.2339557645,14.215430498520323
RefBldgSuperMarketNew2004,0.0,10.198589222637374,23.2339557645,14.215430498520323
RefBldgSuperMarketNew2004,0.0,11.04885411984885,23.2339557645,14.215430498520323
RefBldgSuperMarketNew2004,0.0,6.45362295032571,23.2339557645,14.215430498520323
RefBldgSuperMarketNew2004,0.0,6.825167991334816,23.2339557645,14.215430498520323
RefBldgWarehouseNew2004,0.0,3.5432344830035936,1.0115996781,3.4189238018386643
RefBldgWarehouseNew2004,0.0,3.7784597864644134,1.0115996781,3.4189238018386643
RefBldgWarehouseNew2004,0.0,3.9685063374483964,1.0115996781,3.4189238018386643
RefBldgWarehouseNew2004,0.0,2.5264664318939536,1.0115996781,3.4189238018386643
RefBldgWarehouseNew2004,0.0,2.379628571939244,1.0115996781,3.4189238018386643
