Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),type_building
2004-01-01 01:00:00,541.751026368,96.6379150572,80.8307952903,0.0,34.9616554283,113.312780494,RefBldgHospitalNew2004
2004-01-01 02:00:00,485.201508723,96.6379150572,11.3583844285,0.0,34.9616554283,113.312780494,RefBldgHospitalNew2004
2004-01-01 03:00:00,486.708557999,96.6379150572,13.7462974799,0.0,34.9616554283,113.312780494,RefBldgHospitalNew2004
2004-01-01 04:00:00,507.964444045,96.6379150572,37.8964810338,0.0,34.9616554283,113.312780494,RefBldgHospitalNew2004
2004-01-01 05:00:00,530.380034555,96.6379150572,55.2350678899,0.0,44.4937663224,113.312780494,RefBldgHospitalNew2004
2004-01-01 06:00:00,537.337756102,96.6379150572,65.0577198086,0.0,44.4937663224,113.312780494,RefBldgHospitalNew2004
2004-01-01 07:00:00,609.329456268,96.6379150572,67.6720451234,0.0,54.0258772165,176.889270242,RefBldgHospitalNew2004
2004-01-01 08:00:00,613.431460442,96.6379150572,76.0349807331,0.0,54.0258772165,184.38654557,RefBldgHospitalNew2004
2004-01-01 09:00:00,705.20499132,96.6379150572,92.27370469,0.0,65.1572554096,220.04316451,RefBldgHospitalNew2004
2004-01-01 10:00:00,704.107980816,96.6379150572,100.92452781,0.0,65.1572554096,212.545889182,RefBldgHospitalNew2004
2004-01-01 11:00:00,712.040421086,96.6379150572,102.782541658,0.0,65.1572554096,220.04316451,RefBldgHospitalNew2004
2004-01-01 12:00:00,722.438973046,96.6379150572,113.348663505,0.0,65.1572554096,220.04316451,RefBldgHospitalNew2004
2004-01-01 13:00:00,728.44721331,96.6379150572,121.451986463,0.0,65.1572554096,220.04316451,RefBldgHospitalNew2004
2004-01-01 14:00:00,719.969994324,96.6379150572,122.910762508,0.0,65.1572554096,212.545889182,RefBldgHospitalNew2004
2004-01-01 15:00:00,719.000685635,96.6379150572,123.394409807,0.0,65.1572554096,212.545889182,RefBldgHospitalNew2004
2004-01-01 16:00:00,719.408344412,96.6379150572,123.674716009,0.0,65.1572554096,212.545889182,RefBldgHospitalNew2004
2004-01-01 17:00:00,709.377545234,96.6379150572,133.484652656,0.0,65.1572554096,220.04316451,RefBldgHospitalNew2004
2004-01-01 18:00:00,677.220753182,96.6379150572,141.323026001,0.0,54.0258772165,184.38654557,RefBldgHospitalNew2004
2004-01-01 19:00:00,658.031585642,96.6379150572,152.336383259,0.0,44.4937663224,163.454314868,RefBldgHospitalNew2004
2004-01-01 20:00:00,665.334932842,96.6379150572,170.503925902,0.0,44.4937663224,155.95703954,RefBldgHospitalNew2004
2004-01-01 21:00:00,642.321667124,96.6379150572,180.051711072,0.0,44.4937663224,124.558693486,RefBldgHospitalNew2004
2004-01-01 22:00:00,644.086605307,96.6379150572,181.933653622,0.0,44.4937663224,124.558693486,RefBldgHospitalNew2004
2004-01-01 23:00:00,637.516383528,96.6379150572,182.792531417,0.0,34.9616554283,124.558693486,RefBldgHospitalNew2004
,635.22543739,96.6379150572,182.739458596,0.0,34.9616554283,124.558693486,RefBldgHospitalNew2004
2004-01-02 01:00:00,636.790247215,96.6379150572,187.539482437,0.0,46.0930336215,113.312780494,RefBldgHospitalNew2004
2004-01-02 02:00:00,646.783451282,96.6379150572,196.706638182,0.0,46.0930336215,113.312780494,RefBldgHospitalNew2004
2004-01-02 03:00:00,665.95170611,96.6379150572,221.259245915,0.0,46.0930336215,113.312780494,RefBldgHospitalNew2004
2004-01-02 04:00:00,696.764039458,96.6379150572,260.644666953,0.0,46.0930336215,113.312780494,RefBldgHospitalNew2004
2004-01-02 05:00:00,811.278800752,96.6379150572,289.058712141,0.0,100.150657288,148.969399434,RefBldgHospitalNew2004
2004-01-02 06:00:00,866.947191592,96.6379150572,339.308990839,0.0,100.150657288,149.894399434,RefBldgHospitalNew2004
2004-01-02 07:00:00,1093.36284574,96.6379150572,343.004678822,0.0,176.471037341,302.612436532,RefBldgHospitalNew2004
2004-01-02 08:00:00,1201.27701614,96.6379150572,342.518665001,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
2004-01-02 09:00:00,1238.49029896,96.6379150572,342.776983861,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
2004-01-02 10:00:00,1221.30081829,96.6379150572,281.569513731,0.0,243.2593065,302.612436532,RefBldgHospitalNew2004
2004-01-02 11:00:00,1172.32033198,96.6379150572,220.314421155,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
2004-01-02 12:00:00,1158.22934234,96.6379150572,199.014497253,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
2004-01-02 13:00:00,1118.6645151,96.6498184916,196.920335044,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
2004-01-02 14:00:00,1152.89132092,96.7521860897,194.815498615,0.0,243.2593065,302.612436532,RefBldgHospitalNew2004
2004-01-02 15:00:00,1150.77074819,96.8609682333,187.709419175,0.0,243.2593065,302.612436532,RefBldgHospitalNew2004
2004-01-02 16:00:00,1141.71153646,96.9604814762,177.722220873,0.0,243.2593065,302.612436532,RefBldgHospitalNew2004
2004-01-02 17:00:00,1149.62252047,97.0464791704,168.837763566,0.0,243.2593065,310.10971186,RefBldgHospitalNew2004
